Sample,X(ms) [05.01.2024 13:48:30 205 UTC],"firstHeater[%Q0.5]","secondHeater[%Q0.6]","thirdHeater[%Q0.7]"
3639,1704462513019.630899,1,1,1
3640,1704462513029.630732,1,1,1
3641,1704462513039.630827,1,1,1
3642,1704462513049.629478,1,1,1
3643,1704462513059.630524,1,1,1
3644,1704462513069.647801,1,1,1
3645,1704462513079.716564,1,1,1
3646,1704462513089.767944,1,1,1
3647,1704462513099.819314,1,1,1
3648,1704462513109.799201,1,1,1
3649,1704462513119.913389,1,1,1
3650,1704462513129.631945,1,1,1
3651,1704462513139.631548,1,1,1
3652,1704462513149.631442,1,1,1
3653,1704462513159.631446,1,1,1
3654,1704462513169.631310,1,1,1
3655,1704462513179.631324,1,1,1
3656,1704462513189.991514,1,1,1
3657,1704462513199.649576,1,1,1
3658,1704462513209.633911,0,0,0
3659,1704462513219.637712,0,0,0
3660,1704462513229.673282,0,0,0
3661,1704462513239.735684,0,0,0
3662,1704462513249.790310,0,0,0
3663,1704462513259.651594,0,0,0
3664,1704462513269.633344,0,0,0
3665,1704462513279.642244,0,0,0
3666,1704462513289.633221,0,0,0
3667,1704462513299.633486,0,0,0
3668,1704462513309.635113,0,0,0
3669,1704462513319.634175,0,0,0
3670,1704462513329.634209,0,0,0
3671,1704462513339.634203,0,0,0
3672,1704462513349.650067,0,0,0
3673,1704462513359.699123,0,0,0
3674,1704462513369.748329,0,0,0
3675,1704462513379.798968,0,0,0
3676,1704462513389.671433,0,0,0
3677,1704462513399.720569,0,0,0
3678,1704462513409.781568,0,0,0
3679,1704462513419.836836,0,0,0
3680,1704462513429.636203,0,0,0
3681,1704462513439.636277,0,0,0
3682,1704462513449.636211,0,0,0
3683,1704462513459.636295,0,0,0
3684,1704462513469.636229,0,0,0
3685,1704462513479.636333,0,0,0
3686,1704462513489.636127,0,0,0
3687,1704462513499.637934,0,0,0
3688,1704462513509.637257,0,0,0
3689,1704462513519.637131,0,0,0
3690,1704462513529.637195,0,0,0
3691,1704462513539.670211,0,0,0
3692,1704462513549.720610,0,0,0
3693,1704462513559.770858,0,0,0
3694,1704462513569.823130,0,0,0
3695,1704462513579.683462,0,0,0
3696,1704462513589.736676,0,0,0
3697,1704462513599.788607,0,0,0
3698,1704462513609.667955,0,0,0
3699,1704462513619.639025,0,0,0
3700,1704462513629.641894,0,0,0
3701,1704462513639.651396,0,0,0
3702,1704462513649.638957,0,0,0
3703,1704462513659.639041,0,0,0
3704,1704462513669.639425,0,0,0
3705,1704462513679.639129,0,0,0
3706,1704462513689.640716,0,0,0
3707,1704462513699.802213,0,0,0
3708,1704462513709.755149,0,0,0
3709,1704462513719.807361,0,0,0
3710,1704462513729.668294,0,0,0
3711,1704462513739.721047,0,0,0
3712,1704462513749.771575,0,0,0
3713,1704462513759.821112,0,0,0
3714,1704462513769.640818,0,0,0
3715,1704462513779.641323,0,0,0
3716,1704462513789.640986,0,0,0
3717,1704462513799.641922,0,0,0
3718,1704462513809.642417,0,0,0
3719,1704462513819.641840,0,0,0
3720,1704462513829.641834,0,0,0
3721,1704462513839.641818,0,0,0
3722,1704462513849.641892,0,0,0
3723,1704462513859.642127,0,0,0
3724,1704462513869.642942,0,0,0
3725,1704462513879.655360,0,0,0
3726,1704462513889.716749,0,0,0
3727,1704462513899.763631,0,0,0
3728,1704462513909.834538,0,0,0
3729,1704462513919.686223,0,0,0
3730,1704462513929.805101,0,0,0
3731,1704462513939.644022,0,0,0
3732,1704462513949.645489,0,0,0
3733,1704462513959.644060,0,0,0
3734,1704462513969.644105,0,0,0
3735,1704462513979.645100,0,0,0
