Sample,X(ms) [09.01.2024 18:47:34 625 UTC],"ExecutePWM_DB.I_furnancePower","ExecutePWM_DB.I_tempSetPoint","ExecutePWM_DB.tempAfterScaled","ExecutePWM_DB.I_flowSetPoint","ExecutePWM_DB.flowFlow"
2479,1704826776680.615025,100,30,19.9660015106201,2.5,2.49000000953674
2480,1704826776980.617719,52.4241485595703,30,19.9660015106201,2.5,2.5
2481,1704826777280.619634,52.4241485595703,30,19.9609375,2.5,2.5
2482,1704826777580.636648,52.4241485595703,30,19.9609375,2.5,2.5
2483,1704826777880.612599,48.5379753112793,30,19.9660015106201,2.5,2.5
2484,1704826778180.611279,48.5379753112793,30,19.9660015106201,2.5,2.5
2485,1704826778480.611559,48.5379753112793,30,19.9660015106201,2.5,2.5
2486,1704826778780.614501,48.5379753112793,30,19.9660015106201,2.5,2.5
2487,1704826779080.615852,49.7829895019531,30,19.9609375,2.5,2.5
2488,1704826779380.610385,49.7829895019531,30,19.9609375,2.5,2.5
2489,1704826779680.614559,49.7829895019531,30,19.9609375,2.5,2.5
2490,1704826779980.621079,51.5881614685059,30,19.9609375,2.5,2.5
2491,1704826780280.614274,51.5881614685059,30,19.9660015106201,2.5,2.49000000953674
2492,1704826780580.650234,51.5881614685059,30,19.9761295318604,2.5,2.49000000953674
2493,1704826780880.615341,53.2217254638672,30,19.9913196563721,2.5,2.5
2494,1704826781180.636114,53.2217254638672,30,20.0318298339844,2.5,2.5
2495,1704826781480.647354,53.2217254638672,30,20.0774021148682,2.5,2.5
2496,1704826781780.621559,53.2217254638672,30,20.1331024169922,2.5,2.5
2497,1704826782080.614865,54.0457916259766,30,20.209056854248,2.5,2.49000000953674
2498,1704826782380.617105,54.0457916259766,30,20.3002014160156,2.5,2.49000000953674
2499,1704826782680.603719,54.0457916259766,30,20.4774303436279,2.5,2.49000000953674
2500,1704826782980.629781,53.4153785705566,30,20.6141490936279,2.5,2.5
2501,1704826783280.616328,53.4153785705566,30,20.7660579681396,2.5,2.5
2502,1704826783580.612034,53.4153785705566,30,20.9331607818604,2.5,2.5
2503,1704826783880.618519,51.5509872436523,30,21.2116603851318,2.5,2.49000000953674
2504,1704826784180.611501,51.5509872436523,30,21.4192714691162,2.5,2.5
2505,1704826784480.637465,51.5509872436523,30,21.6370086669922,2.5,2.49000000953674
2506,1704826784780.637781,51.5509872436523,30,21.8699359893799,2.5,2.49000000953674
